name,logrank_p_value,FDR,Bonferroni
RAP1B,0.021076708545120237,0.03503947563161498,1.0
PLOD3,0.012221170814943423,0.028275385722101053,1.0
SCAMP5,0.016368778798046837,0.031497551654383074,1.0
SLMO2-ATP5E,0.049508733936267084,0.049727019456195225,1.0
RAP1GAP,0.01539429138217501,0.03078858276435002,1.0
PLP2,0.013665181917415397,0.02937828623818048,1.0
SOCS2,0.0018167985703124348,0.014169539392359792,1.0
PLRG1,0.002837899241382551,0.015925645037125846,1.0
NMT1,0.030242637077669873,0.04049372934164999,1.0
RAP2A,0.025592233158278285,0.03775233526803914,1.0
SLX1A,0.0217645989397331,0.03567281843886331,1.0
SOCS5,0.014481310737631726,0.0300030814237543,1.0
RAPGEF3,0.022924727570890462,0.03615778465209401,1.0
PLVAP,0.038065153964291776,0.04501019786480595,1.0
NOA1,0.028985998687991576,0.03974642055840636,1.0
SCARNA10,0.017080886350032142,0.03189916235047043,1.0
SOGA1,0.04561441805759122,0.047989696211833945,1.0
RAPGEF4-AS1,0.010058298117537846,0.02592246834336131,1.0
PLXDC1,0.022515865843716808,0.03599814841545853,1.0
NOB1,0.0007229732771088659,0.010192316599952546,1.0
PLXNA1,0.0002857459217332176,0.007368992388111921,0.9063860637377662
RAPH1,0.009696857546509768,0.02576083093595392,1.0
SORBS2,0.005710468020223159,0.02085852780475678,1.0
SORD,0.0037872049805951014,0.018107387091731736,1.0
NOL10,0.019763448276756947,0.03394799911122373,1.0
NOL11,0.0004587260293360116,0.008559288029728405,1.0
SMAGP,0.0062487562671793475,0.021568068421646235,1.0
NOL12,0.022750150792501485,0.036106576217544005,1.0
PM20D2,0.018110475233676183,0.03264805545533457,1.0
RARS,0.00017795319964229272,0.005759872951687271,0.5644675492653525
PMCH,0.009969542103505275,0.025889098021527054,1.0
SMARCA2,0.013833490950989128,0.02947108307458322,1.0
SMARCA5,0.03051384774281528,0.04075047762034258,1.0
NOL8,0.04802341587344782,0.049043874807011105,1.0
SMARCAL1,0.011240434711010668,0.027128671560342592,1.0
SOX11,0.021551991094783236,0.03539495919290967,1.0
SMARCB1,0.002501998127278538,0.015410365164519461,1.0
SOX12,0.040606890802139146,0.046116661454255664,1.0
SMARCC1,0.0009915359909744203,0.01164005524578131,1.0
SMARCD1,0.004602856671574361,0.01950793348828812,1.0
SOX15,0.04906025737496893,0.049540278172572005,1.0
SMARCD3,0.046049431317214916,0.04819736994165688,1.0
TBC1D13,0.0018076981472104113,0.014158070427040556,1.0
PMS1,0.006754038414538177,0.02223204288967647,1.0
SCLT1,0.01019346729197391,0.02592246834336131,1.0
SCMH1,0.001569832357873496,0.013546413253245035,1.0
SOX4,0.004583452697335254,0.019462800476502576,1.0
RASGRF2,0.0018875821251790716,0.014403965461952538,1.0
SMC5-AS1,0.004518497559239938,0.01931627258478313,1.0
SCN3A,0.0198561059564327,0.033990052937832985,1.0
SCN4A,0.03644021238404204,0.044100859855849425,1.0
TBC1D3,0.0012228730456071918,0.012472518651659204,1.0
PNCK,0.010377723478851807,0.026167042030936352,1.0
RASSF1,0.012400507664079052,0.028375103003970784,1.0
SMG1P2,0.020599716243348536,0.03465995092845601,1.0
TBC1D31,0.00375506274216039,0.018107387091731736,1.0
SCNM1,0.013188797343552262,0.029039764257580272,1.0
SP1,0.022064047326492843,0.035778274964751416,1.0
SMG5,0.0005196462093584717,0.008958248783071044,1.0
TBC1D3E,0.04990841541299048,0.04992415442762718,1.0
PNMA1,0.02912461966792005,0.03974642055840636,1.0
SMG7,0.026853198748923064,0.038308437628241765,1.0
SMG8,0.00527722891520371,0.020423986045627236,1.0
SCP2,0.026062065328802588,0.03790337422028176,1.0
SCRIB,0.0001800073309421167,0.005767507613620143,0.5709832537483941
TBC1D3P2,0.005572785819840586,0.020650962265792307,1.0
TBC1D4,0.0030172516049580245,0.016416332917541774,1.0
SMIM14,0.00015151489212450147,0.005591779614645572,0.4806052378189187
SPAG5,0.022262189604529213,0.03588038103321951,1.0
PNPO,0.02407262462697768,0.03664029045910422,1.0
RBCK1,0.046596731891827954,0.048444717653516316,1.0
SMIM5,0.040615179876850205,0.046116661454255664,1.0
SMIM6,0.04980576012957957,0.04984301815126695,1.0
SPAST,0.009781191567305732,0.025889098021527054,1.0
SMIM8,0.03651695578939285,0.04417688167961637,1.0
RBL1,0.02288996757815682,0.03615778465209401,1.0
SDCCAG3,0.01702832217240827,0.03189916235047043,1.0
SDCCAG8,0.01321071242865332,0.029039764257580272,1.0
RBM10,0.048296151371179236,0.04912089557994588,1.0
SDF2,0.02867922734079344,0.03954269308016694,1.0
SPATA18,0.0029859710838778817,0.016330172893208,1.0
TBP,0.0003506675387199748,0.007823936496825123,1.0
RBM12,0.0027567892765477733,0.01575591997335052,1.0
TBRG4,0.021106311582643648,0.03505194782206578,1.0
RBM14,0.002470784408865102,0.01535593626144216,1.0
POGK,0.011165317290039263,0.02707674804587503,1.0
SMOX,0.0016524914669707846,0.013866938976802457,1.0
SDHAF2,0.032986887607362715,0.042110350119335054,1.0
RBM15B,0.0034929852013703246,0.01742098908607967,1.0
SMPD2,0.0032952243814891374,0.017107122320922333,1.0
RBM17,0.04389271395869319,0.04708214810894139,1.0
TBX19,0.005792984870441689,0.020904832774790716,1.0
POLA2,0.02909292771330393,0.03974642055840636,1.0
